contest_id,submitted_at,problem,username,language,result,execution_time,submission_id
AWC0029,2026-03-20 01:34:56,E,Unbakedbread,C++23,AC,68,74228284
AWC0029,2026-03-20 01:34:19,E,Unbakedbread,C++23,AC,74,74228279
AWC0029,2026-03-20 01:28:16,D,Gautam2003Kumar,C++23,AC,58,74228230
AWC0029,2026-03-20 01:27:41,E,Jane_Smith,C++23,AC,67,74228225
AWC0029,2026-03-20 01:26:38,E,Unbakedbread,C++23,WA,76,74228215
AWC0029,2026-03-20 01:25:21,E,Jane_Smith,C++23,AC,81,74228196
AWC0029,2026-03-20 01:25:08,E,Unbakedbread,C++23,WA,73,74228191
AWC0029,2026-03-20 01:22:23,D,rigel_8,C++23,AC,58,74228163
AWC0029,2026-03-20 01:21:31,E,yuning30,C++23,AC,28,74228151
AWC0029,2026-03-20 01:17:23,D,tetitubuta,C++23,AC,165,74228100
AWC0029,2026-03-20 01:15:30,D,Jane_Smith,C++23,AC,57,74228084
AWC0029,2026-03-20 01:14:12,C,rigel_8,C++23,AC,10,74228069
AWC0029,2026-03-20 01:12:39,C,tetitubuta,C++23,AC,58,74228057
AWC0029,2026-03-20 01:12:10,C,Jane_Smith,C++23,AC,21,74228053
AWC0029,2026-03-20 01:11:26,B,Jane_Smith,C++23,AC,31,74228045
AWC0029,2026-03-20 01:11:19,B,rigel_8,C++23,AC,33,74228043
AWC0029,2026-03-20 01:11:15,B,tetitubuta,C++23,AC,181,74228041
AWC0029,2026-03-20 01:11:05,B,Jane_Smith,AWK,RE,12,74228039
AWC0029,2026-03-20 01:09:26,A,Jane_Smith,C++23,AC,2,74228016
AWC0029,2026-03-20 01:08:58,A,tetitubuta,C++23,AC,1,74228009
AWC0029,2026-03-20 01:08:18,A,rigel_8,C++23,AC,1,74228006
AWC0029,2026-03-20 01:05:49,D,Unbakedbread,C++23,AC,157,74227985
AWC0029,2026-03-20 01:01:37,E,Re73,C++23,AC,47,74227936
AWC0029,2026-03-20 01:01:24,C,Unbakedbread,Python,AC,106,74227935
AWC0029,2026-03-20 01:00:18,A,jackle,Python,AC,53,74227920
AWC0029,2026-03-20 01:00:17,D,KAMITOcxy,Python,AC,414,74227919
AWC0029,2026-03-20 00:59:37,B,Unbakedbread,Python,AC,563,74227913
AWC0029,2026-03-20 00:58:11,B,jackle,Python,AC,548,74227900
AWC0029,2026-03-20 00:56:12,D,up84,C++23,AC,56,74227885
AWC0029,2026-03-20 00:54:31,C,jackle,Python,AC,108,74227872
AWC0029,2026-03-20 00:53:11,D,jackle,Python,AC,422,74227855
AWC0029,2026-03-20 00:52:24,A,Unbakedbread,Python,AC,51,74227851
AWC0029,2026-03-20 00:51:51,E,jackle,Python,AC,466,74227843
AWC0029,2026-03-20 00:51:09,D,jackle,Python,WA,391,74227838
AWC0029,2026-03-20 00:51:04,E,KAMITOcxy,Python,AC,752,74227836
AWC0029,2026-03-20 00:50:27,D,kakemaru,C++23,AC,58,74227831
AWC0029,2026-03-20 00:49:25,E,Axteln,C++23,WA,161,74227825
AWC0029,2026-03-20 00:47:10,D,Deemo_ML,C++23,AC,179,74227806
AWC0029,2026-03-20 00:46:13,E,jackle,Python,WA,465,74227795
AWC0029,2026-03-20 00:45:18,E,Deemo_ML,C++23,AC,38,74227784
AWC0029,2026-03-20 00:44:32,E,KAMITOcxy,C++23,RE,617,74227774
AWC0029,2026-03-20 00:43:04,E,Axteln,C++23,WA,166,74227761
AWC0029,2026-03-20 00:41:59,E,Axteln,C++23,WA,154,74227751
AWC0029,2026-03-20 00:40:08,C,kakemaru,C++23,AC,23,74227731
AWC0029,2026-03-20 00:39:42,E,Axteln,C++23,WA,166,74227723
AWC0029,2026-03-20 00:36:41,B,kakemaru,C++23,AC,27,74227703
AWC0029,2026-03-20 00:34:26,C,perfectoutsider,Python,AC,66,74227675
AWC0029,2026-03-20 00:33:10,E,KAMITOcxy,Python,RE,> 2000,74227657
AWC0029,2026-03-20 00:32:16,B,perfectoutsider,Python,AC,407,74227647
AWC0029,2026-03-20 00:29:23,E,eggeggwe,C++23,AC,296,74227620
AWC0029,2026-03-20 00:27:09,A,kakemaru,C++23,AC,1,74227591
AWC0029,2026-03-20 00:27:01,A,perfectoutsider,Python,AC,11,74227587
AWC0029,2026-03-20 00:25:04,D,wsaleem,Python,AC,298,74227558
AWC0029,2026-03-20 00:19:56,D,Deemo_ML,C++23,WA,156,74227507
AWC0029,2026-03-20 00:17:57,D,Deemo_ML,C++23,WA,> 2000,74227485
AWC0029,2026-03-20 00:17:28,D,Axteln,C++23,AC,63,74227477
AWC0029,2026-03-20 00:11:32,D,eggeggwe,C++23,AC,69,74227405
AWC0029,2026-03-20 00:11:00,E,kaliafluorido,C++23,AC,123,74227400
AWC0029,2026-03-20 00:10:43,D,eggeggwe,C++23,WA,54,74227398
AWC0029,2026-03-20 00:08:08,C,wsaleem,Python,AC,107,74227361
AWC0029,2026-03-20 00:06:08,B,wsaleem,Python,AC,267,74227332
AWC0029,2026-03-20 00:04:49,E,darrenhp,C++23,AC,52,74227313
AWC0029,2026-03-20 00:04:36,C,eggeggwe,C++23,AC,25,74227309
AWC0029,2026-03-20 00:03:30,B,eggeggwe,C++23,AC,30,74227286
AWC0029,2026-03-20 00:02:59,E,umezo,C++23,AC,37,74227280
AWC0029,2026-03-20 00:02:55,E,darrenhp,C++23,WA,64,74227278
AWC0029,2026-03-20 00:01:42,A,eggeggwe,C++23,AC,1,74227258
AWC0029,2026-03-20 00:01:39,C,Axteln,C++23,AC,24,74227257
AWC0029,2026-03-20 00:01:29,A,wsaleem,Python,AC,52,74227254
AWC0029,2026-03-20 00:00:40,C,KAMITOcxy,Python,AC,207,74227244
AWC0029,2026-03-20 00:00:34,E,P_A,C++23,AC,108,74227243
AWC0029,2026-03-20 00:00:11,D,tarusu_so,Python,AC,235,74227235
AWC0029,2026-03-19 23:59:55,B,Axteln,C++23,AC,29,74227233
AWC0029,2026-03-19 23:59:00,B,KAMITOcxy,Python,AC,352,74227215
AWC0029,2026-03-19 23:57:21,E,P_A,C++23,TLE,> 2000,74227187
AWC0029,2026-03-19 23:57:13,A,Axteln,C++23,AC,1,74227185
AWC0029,2026-03-19 23:56:49,C,Deemo_ML,Python,AC,116,74227177
AWC0029,2026-03-19 23:55:55,D,kaliafluorido,C++23,AC,60,74227172
AWC0029,2026-03-19 23:55:44,B,Deemo_ML,Python,AC,526,74227169
AWC0029,2026-03-19 23:55:34,A,Deemo_ML,Python,AC,56,74227168
AWC0029,2026-03-19 23:55:16,A,KAMITOcxy,Python,AC,161,74227166
AWC0029,2026-03-19 23:54:42,D,elphe,Rust,AC,34,74227155
AWC0029,2026-03-19 23:54:20,E,jet0312,C++23,AC,86,74227149
AWC0029,2026-03-19 23:54:09,C,eooonz,C++23,AC,25,74227142
AWC0029,2026-03-19 23:53:01,C,kaliafluorido,C++23,AC,23,74227132
AWC0029,2026-03-19 23:52:50,C,sukiyaki1019,C++23,AC,66,74227130
AWC0029,2026-03-19 23:52:24,D,darrenhp,C++23,AC,37,74227124
AWC0029,2026-03-19 23:51:45,B,kaliafluorido,C++23,AC,30,74227113
AWC0029,2026-03-19 23:51:00,D,umezo,C++23,AC,59,74227098
AWC0029,2026-03-19 23:50:44,D,alpha0314sub,C++23,AC,55,74227096
AWC0029,2026-03-19 23:49:55,A,kaliafluorido,C++23,AC,1,74227088
AWC0029,2026-03-19 23:47:54,C,darrenhp,C++23,AC,11,74227060
AWC0029,2026-03-19 23:46:47,B,darrenhp,C++23,AC,28,74227050
AWC0029,2026-03-19 23:45:20,E,m00n1ight,C++23,AC,36,74227023
AWC0029,2026-03-19 23:44:58,C,umezo,C++23,AC,21,74227016
AWC0029,2026-03-19 23:44:39,A,darrenhp,C++23,AC,1,74227012
AWC0029,2026-03-19 23:43:38,B,umezo,C++23,AC,29,74226998
AWC0029,2026-03-19 23:42:30,D,fumta,Ruby 3.4,AC,355,74226972
AWC0029,2026-03-19 23:39:08,A,umezo,C++23,AC,1,74226925
AWC0029,2026-03-19 23:38:45,C,alpha0314sub,C++23,AC,24,74226914
AWC0029,2026-03-19 23:37:55,D,fumta,Ruby 3.4,TLE,> 2000,74226904
AWC0029,2026-03-19 23:37:23,B,alpha0314sub,C++23,AC,95,74226895
AWC0029,2026-03-19 23:36:56,E,scotch_at,C++23,AC,59,74226889
AWC0029,2026-03-19 23:35:03,E,scotch_at,C++23,WA,62,74226868
AWC0029,2026-03-19 23:34:54,A,alpha0314sub,C++23,AC,1,74226863
AWC0029,2026-03-19 23:33:59,D,fumta,Ruby 3.4,TLE,> 2000,74226846
AWC0029,2026-03-19 23:32:33,E,kmjp,C++23,AC,49,74226815
AWC0029,2026-03-19 23:30:26,E,kmjp,C++23,RE,134,74226780
AWC0029,2026-03-19 23:29:06,D,fumta,Ruby 3.4,TLE,> 2000,74226756
AWC0029,2026-03-19 23:28:47,E,scotch_at,C++23,WA,> 2000,74226751
AWC0029,2026-03-19 23:26:37,D,kmjp,C++23,AC,52,74226711
AWC0029,2026-03-19 23:24:43,C,kmjp,C++23,AC,21,74226681
AWC0029,2026-03-19 23:24:09,B,kmjp,C++23,AC,98,74226670
AWC0029,2026-03-19 23:23:00,A,kmjp,C++23,AC,1,74226644
AWC0029,2026-03-19 23:20:56,E,tseki,Rust,AC,69,74226602
AWC0029,2026-03-19 23:19:54,E,a_s_k,C++23,AC,62,74226586
AWC0029,2026-03-19 23:17:13,E,ishibashihotaru,Python,AC,479,74226540
AWC0029,2026-03-19 23:17:07,D,japaneseotaku,C++23,AC,56,74226538
AWC0029,2026-03-19 23:17:05,C,fumta,Ruby 3.4,AC,107,74226536
AWC0029,2026-03-19 23:16:48,E,tseki,Rust,AC,74,74226532
AWC0029,2026-03-19 23:15:54,E,Aryu,Python,AC,548,74226515
AWC0029,2026-03-19 23:15:26,E,a_s_k,C++23,WA,51,74226501
AWC0029,2026-03-19 23:13:02,C,japaneseotaku,C++23,AC,21,74226466
AWC0029,2026-03-19 23:12:18,E,hossie,Rust,AC,407,74226454
AWC0029,2026-03-19 23:09:46,B,japaneseotaku,C++23,AC,31,74226393
AWC0029,2026-03-19 23:09:19,D,m00n1ight,C++23,AC,58,74226385
AWC0029,2026-03-19 23:09:03,C,elphe,Rust,AC,5,74226382
AWC0029,2026-03-19 23:08:30,D,ishibashihotaru,Python,AC,202,74226367
AWC0029,2026-03-19 23:08:28,E,Aryu,Python,AC,729,74226365
AWC0029,2026-03-19 23:07:22,A,japaneseotaku,C++23,AC,1,74226345
AWC0029,2026-03-19 23:06:44,E,hossie,Rust,WA,170,74226333
AWC0029,2026-03-19 23:06:31,C,elphe,Rust,AC,6,74226327
AWC0029,2026-03-19 23:05:44,C,ishibashihotaru,Python,AC,131,74226312
AWC0029,2026-03-19 23:05:06,B,ishibashihotaru,Python,AC,286,74226301
AWC0029,2026-03-19 23:03:25,A,ishibashihotaru,Python,AC,76,74226267
AWC0029,2026-03-19 23:00:03,B,elphe,Rust,AC,16,74226197
AWC0029,2026-03-19 22:59:33,D,a_s_k,C++23,AC,59,74226189
AWC0029,2026-03-19 22:59:33,E,ds14050,Ruby 3.4,AC,595,74226188
AWC0029,2026-03-19 22:59:07,D,mocop,C++23,AC,161,74226179
AWC0029,2026-03-19 22:57:47,E,hossie,Rust,WA,147,74226153
AWC0029,2026-03-19 22:57:36,E,ntuda,Python,AC,688,74226146
AWC0029,2026-03-19 22:55:35,E,fumta,Ruby 3.4,AC,1318,74226101
AWC0029,2026-03-19 22:55:14,C,a_s_k,C++23,AC,21,74226095
AWC0029,2026-03-19 22:54:14,B,a_s_k,C++23,AC,103,74226076
AWC0029,2026-03-19 22:53:40,E,nakLon,Rust,AC,92,74226072
AWC0029,2026-03-19 22:53:30,D,hirose2020,Rust,AC,54,74226069
AWC0029,2026-03-19 22:52:29,A,a_s_k,C++23,AC,1,74226055
AWC0029,2026-03-19 22:50:00,E,hossie,Rust,WA,148,74226009
AWC0029,2026-03-19 22:49:11,C,mocop,C++23,AC,60,74225995
AWC0029,2026-03-19 22:47:00,B,mocop,C++23,AC,198,74225949
AWC0029,2026-03-19 22:45:19,A,elphe,Rust,AC,1,74225917
AWC0029,2026-03-19 22:43:48,D,roromiya_tenkei,C++23,AC,55,74225893
AWC0029,2026-03-19 22:43:18,B,miztom,C23,AC,10,74225888
AWC0029,2026-03-19 22:43:18,D,yorksyo,TypeScript 5.9,AC,370,74225887
AWC0029,2026-03-19 22:42:13,E,wyf20091230,C++23,AC,81,74225863
AWC0029,2026-03-19 22:42:11,A,mocop,C++23,AC,1,74225862
AWC0029,2026-03-19 22:40:38,D,scotch_at,C++23,AC,62,74225841
AWC0029,2026-03-19 22:40:28,E,wyf20091230,C++23,WA,78,74225838
AWC0029,2026-03-19 22:36:02,E,wyf20091230,C++23,WA,78,74225781
AWC0029,2026-03-19 22:31:58,C,scotch_at,C++23,AC,59,74225706
AWC0029,2026-03-19 22:29:49,E,kawashima0222,C++23,AC,40,74225672
AWC0029,2026-03-19 22:24:59,C,Balaji_777,Java24,AC,387,74225593
AWC0029,2026-03-19 22:24:26,D,ds14050,Ruby 3.4,AC,325,74225583
AWC0029,2026-03-19 22:23:50,E,nutee,C++23,AC,39,74225575
AWC0029,2026-03-19 22:23:14,E,nutee,C++23,WA,35,74225566
AWC0029,2026-03-19 22:22:52,C,Balaji_777,Java24,WA,438,74225558
AWC0029,2026-03-19 22:22:46,D,hossie,Rust,AC,61,74225554
AWC0029,2026-03-19 22:22:20,E,nutee,C++23,WA,35,74225547
AWC0029,2026-03-19 22:21:41,E,WuTUT,Python,AC,367,74225531
AWC0029,2026-03-19 22:19:45,C,ds14050,Ruby 3.4,AC,79,74225496
AWC0029,2026-03-19 22:19:10,B,Level0123,C++23,AC,199,74225482
AWC0029,2026-03-19 22:18:46,B,ds14050,Ruby 3.4,AC,379,74225475
AWC0029,2026-03-19 22:17:22,C,hossie,Rust,AC,11,74225444
AWC0029,2026-03-19 22:16:08,B,hossie,Rust,AC,96,74225426
AWC0029,2026-03-19 22:15:26,A,ds14050,Ruby 3.4,AC,42,74225416
AWC0029,2026-03-19 22:15:09,D,nakLon,Rust,AC,53,74225412
AWC0029,2026-03-19 22:14:18,D,KYOSHIU,C++23,AC,159,74225392
AWC0029,2026-03-19 22:13:55,B,Balaji_777,Java24,AC,1062,74225385
AWC0029,2026-03-19 22:13:37,A,hossie,Rust,AC,1,74225381
AWC0029,2026-03-19 22:12:55,E,WuTUT,Python,WA,272,74225368
AWC0029,2026-03-19 22:12:36,E,Amane__,C++23,AC,65,74225358
AWC0029,2026-03-19 22:08:06,E,Mikankyan,C++23,AC,47,74225288
AWC0029,2026-03-19 22:07:42,E,Charlotte_yyds,C++23,AC,196,74225281
AWC0029,2026-03-19 22:07:02,E,onezero,Python,AC,552,74225268
AWC0029,2026-03-19 22:04:13,C,witterP,C++23,AC,127,74225207
AWC0029,2026-03-19 22:03:36,D,raru_,C++23,AC,167,74225187
AWC0029,2026-03-19 22:03:32,A,Balaji_777,Java24,AC,81,74225186
AWC0029,2026-03-19 22:03:29,E,Mikankyan,C++23,AC,136,74225185
AWC0029,2026-03-19 22:02:29,C,Level0123,C++23,AC,51,74225169
AWC0029,2026-03-19 22:00:37,C,arimurak,Python,AC,107,74225126
AWC0029,2026-03-19 21:59:01,A,ktr216,C++23,AC,1,74225099
AWC0029,2026-03-19 21:58:07,A,Level0123,C++23,WA,1,74225083
AWC0029,2026-03-19 21:56:37,C,xerox51,Ruby 3.4,AC,119,74225056
AWC0029,2026-03-19 21:56:30,C,Level0123,C++23,WA,50,74225054
AWC0029,2026-03-19 21:56:24,C,raru_,C++23,AC,70,74225052
AWC0029,2026-03-19 21:56:16,B,ktr216,C++23,AC,88,74225049
AWC0029,2026-03-19 21:56:11,B,arimurak,Python,AC,483,74225046
AWC0029,2026-03-19 21:55:33,D,toributter,C# 13.0,AC,201,74225032
AWC0029,2026-03-19 21:55:05,B,raru_,C++23,AC,170,74225025
AWC0029,2026-03-19 21:54:36,C,nakLon,Rust,AC,11,74225015
AWC0029,2026-03-19 21:53:37,E,onezero,Python,WA,530,74224999
AWC0029,2026-03-19 21:52:54,C,hirose2020,Rust,AC,12,74224984
AWC0029,2026-03-19 21:52:51,B,nakLon,Rust,AC,107,74224982
AWC0029,2026-03-19 21:52:05,A,raru_,C++23,AC,1,74224966
AWC0029,2026-03-19 21:50:51,C,ktr216,C++23,AC,23,74224949
AWC0029,2026-03-19 21:50:47,E,onezero,Python,WA,498,74224948
AWC0029,2026-03-19 21:50:08,A,arimurak,Python,AC,55,74224937
AWC0029,2026-03-19 21:48:26,D,ktr216,C++23,AC,60,74224904
AWC0029,2026-03-19 21:48:17,A,nakLon,Rust,AC,1,74224901
AWC0029,2026-03-19 21:47:23,B,hirose2020,Rust,AC,108,74224885
AWC0029,2026-03-19 21:46:47,C,toributter,C# 13.0,AC,103,74224875
AWC0029,2026-03-19 21:46:46,E,UttamS,Java24,WA,303,74224874
AWC0029,2026-03-19 21:46:12,D,Prrapp,Rust,AC,59,74224859
AWC0029,2026-03-19 21:45:37,E,divine21,C++23,AC,39,74224845
AWC0029,2026-03-19 21:45:26,E,Mikankyan,C++23,AC,153,74224837
AWC0029,2026-03-19 21:45:17,D,Amane__,C++23,AC,62,74224836
AWC0029,2026-03-19 21:45:08,B,toributter,C# 13.0,AC,128,74224831
AWC0029,2026-03-19 21:44:56,D,VoidalityK,C++23,AC,51,74224828
AWC0029,2026-03-19 21:44:51,A,Level0123,C++23,AC,1,74224824
AWC0029,2026-03-19 21:44:22,B,witterP,C++23,AC,225,74224816
AWC0029,2026-03-19 21:43:28,A,Level0123,C++23,WA,1,74224801
AWC0029,2026-03-19 21:43:13,A,ArcAki,Rust,AC,1,74224798
AWC0029,2026-03-19 21:42:19,A,toributter,C# 13.0,AC,31,74224776
AWC0029,2026-03-19 21:42:14,E,Mikankyan,C++23,WA,161,74224772
AWC0029,2026-03-19 21:41:56,A,hirose2020,Rust,AC,1,74224764
AWC0029,2026-03-19 21:41:37,B,ArcAki,Rust,AC,98,74224756
AWC0029,2026-03-19 21:41:23,A,Level0123,C++23,WA,1,74224747
AWC0029,2026-03-19 21:40:46,E,Ruhan_007,C++23,WA,38,74224738
AWC0029,2026-03-19 21:40:24,D,jet0312,C++23,AC,159,74224731
AWC0029,2026-03-19 21:39:59,E,UttamS,Java24,WA,266,74224720
AWC0029,2026-03-19 21:39:50,C,ArcAki,Rust,AC,11,74224717
AWC0029,2026-03-19 21:38:58,D,ArcAki,Rust,AC,48,74224696
AWC0029,2026-03-19 21:38:38,C,Amane__,C++23,AC,11,74224689
AWC0029,2026-03-19 21:37:06,A,Davlatbe,Python,AC,55,74224660
AWC0029,2026-03-19 21:37:00,E,BehruzbekX,C++ IOI-Style,AC,48,74224655
AWC0029,2026-03-19 21:36:57,A,Level0123,C++23,WA,1,74224654
AWC0029,2026-03-19 21:36:25,B,Amane__,C++23,AC,29,74224636
AWC0029,2026-03-19 21:36:16,B,witterP,C++23,WA,278,74224633
AWC0029,2026-03-19 21:36:02,E,ArcAki,Rust,AC,63,74224627
AWC0029,2026-03-19 21:35:16,B,witterP,C++23,WA,251,74224609
AWC0029,2026-03-19 21:35:05,E,BehruzbekX,C++ IOI-Style,WA,50,74224607
AWC0029,2026-03-19 21:35:02,A,witterP,C++23,WA,4,74224605
AWC0029,2026-03-19 21:34:58,D,jet0312,C++23,TLE,> 2000,74224601
AWC0029,2026-03-19 21:34:23,A,Amane__,C++23,AC,1,74224596
AWC0029,2026-03-19 21:34:13,E,BehruzbekX,C++ IOI-Style,WA,51,74224590
AWC0029,2026-03-19 21:34:12,A,witterP,C++23,WA,2,74224589
AWC0029,2026-03-19 21:32:05,A,witterP,C++23,RE,144,74224547
AWC0029,2026-03-19 21:31:28,E,tumuz,C++23,AC,63,74224537
AWC0029,2026-03-19 21:27:06,B,witterP,C++23,RE,251,74224468
AWC0029,2026-03-19 21:22:14,E,bakazikara,C++23,AC,124,74224359
AWC0029,2026-03-19 21:22:09,B,witterP,C++23,WA,252,74224358
AWC0029,2026-03-19 21:21:37,D,Tak_Ajjinomoto,C++23,AC,149,74224350
AWC0029,2026-03-19 21:19:59,D,Tak_Ajjinomoto,C++23,AC,174,74224325
AWC0029,2026-03-19 21:18:12,D,Rirnon,C++23,AC,158,74224285
AWC0029,2026-03-19 21:17:47,E,v7fgg,Java24,AC,344,74224280
AWC0029,2026-03-19 21:17:38,D,WuTUT,Python,AC,369,74224278
AWC0029,2026-03-19 21:17:22,D,nullpointerlog,C++23,AC,171,74224269
AWC0029,2026-03-19 21:17:09,E,Mikankyan,C++23,TLE,> 2000,74224266
AWC0029,2026-03-19 21:16:25,D,WuTUT,Python,TLE,> 2000,74224253
AWC0029,2026-03-19 21:16:21,D,Tak_Ajjinomoto,C++23,WA,131,74224250
AWC0029,2026-03-19 21:15:13,D,WuTUT,Python,TLE,> 2000,74224223
AWC0029,2026-03-19 21:15:07,D,nullpointerlog,C++23,RE,141,74224220
AWC0029,2026-03-19 21:14:37,D,Charlotte_yyds,C++23,AC,57,74224208
AWC0029,2026-03-19 21:14:30,E,sbknk,C++23,AC,118,74224205
AWC0029,2026-03-19 21:14:28,E,onezero,Python,WA,530,74224204
AWC0029,2026-03-19 21:13:50,E,matcharate12,C++23,WA,90,74224190
AWC0029,2026-03-19 21:13:17,E,deuteridayo,C++23,AC,59,74224176
AWC0029,2026-03-19 21:13:03,D,Rirnon,C++23,AC,141,74224173
AWC0029,2026-03-19 21:12:19,D,Sh1kiNatSume,C++23,AC,49,74224162
AWC0029,2026-03-19 21:12:15,C,jet0312,C++23,AC,71,74224159
AWC0029,2026-03-19 21:11:58,E,snoozerain,Python,AC,380,74224151
AWC0029,2026-03-19 21:11:33,E,Ruhan_007,C++23,WA,33,74224144
AWC0029,2026-03-19 21:11:28,D,Sh1kiNatSume,C++23,TLE,> 2000,74224141
AWC0029,2026-03-19 21:10:22,C,ABCEfive,C++23,AC,58,74224119
AWC0029,2026-03-19 21:10:02,E,sbknk,C++23,AC,116,74224112
AWC0029,2026-03-19 21:10:01,B,jet0312,C++23,AC,188,74224111
AWC0029,2026-03-19 21:09:47,E,hytkxd,Ruby 3.4,TLE,> 2000,74224107
AWC0029,2026-03-19 21:09:45,E,onezero,Python,RE,430,74224104
AWC0029,2026-03-19 21:09:36,E,Ruhan_007,C++23,WA,34,74224100
AWC0029,2026-03-19 21:07:45,E,sbknk,C++23,WA,86,74224058
AWC0029,2026-03-19 21:07:40,E,snoozerain,Python,TLE,> 2000,74224057
AWC0029,2026-03-19 21:07:26,E,usedchang,C++23,AC,49,74224055
AWC0029,2026-03-19 21:06:55,B,Aniket007,Java24,AC,988,74224045
AWC0029,2026-03-19 21:06:45,E,goropikari,C++23,AC,389,74224041
AWC0029,2026-03-19 21:06:43,E,OilDrum,C++23,AC,82,74224039
AWC0029,2026-03-19 21:06:24,E,Ruhan_007,C++23,WA,24,74224031
AWC0029,2026-03-19 21:06:19,E,HalMat,Ruby 3.4,AC,1048,74224028
AWC0029,2026-03-19 21:06:05,E,sbknk,C++23,AC,199,74224023
AWC0029,2026-03-19 21:05:17,D,UttamS,Java24,AC,540,74224004
AWC0029,2026-03-19 21:04:51,A,jet0312,C++23,AC,1,74223997
AWC0029,2026-03-19 21:04:43,E,ktr216,C++23,AC,54,74223992
AWC0029,2026-03-19 21:04:25,A,sbknk,C++23,RE,97,74223986
AWC0029,2026-03-19 21:04:14,A,witterP,C++23,AC,1,74223983
AWC0029,2026-03-19 21:04:04,B,Charlotte_yyds,C++23,AC,32,74223977
AWC0029,2026-03-19 21:03:49,C,Charlotte_yyds,C++23,AC,22,74223971
AWC0029,2026-03-19 21:03:28,C,sorachandu,C++23,AC,24,74223961
AWC0029,2026-03-19 21:03:25,E,ktr216,C++23,WA,46,74223957
AWC0029,2026-03-19 21:03:15,D,ei8ht,C++23,TLE,> 2000,74223955
AWC0029,2026-03-19 21:02:58,C,ABCEfive,C++23,WA,63,74223947
AWC0029,2026-03-19 21:02:34,B,sorachandu,C++23,AC,31,74223941
AWC0029,2026-03-19 21:02:26,E,ayuanay,C++23,AC,30,74223939
AWC0029,2026-03-19 21:02:25,E,KA37RI,Python,AC,489,74223937
AWC0029,2026-03-19 21:02:16,D,underwater,C++23,AC,136,74223935
